Date,Healthcare,Industrials,Technology,Consumer Cyclical,Financial Services,Consumer Defensive,Utilities,Basic Materials,Real Estate,Energy,Communication Services
1990-02-01,0.9781211513161879,3.8757715870579403,7.805049353871804,1.109285757099603,2.0171555786126736,1.1506738676646042,-0.471048093889265,0.2278618566057433,-5.229875318362764,2.041223996020955,0.7496166195226122
1990-03-01,2.639719762124435,4.44560476487434,5.632001991574458,7.81322004292947,-0.1817343413787239,6.862523061598816,-0.33941302872052037,4.319414002843365,-0.20471946500752264,1.2496109321813735,0.37989901792430436
1990-04-01,1.178021626766135,-2.4969558540699732,-1.8939984129921796,-6.930956054260415,-4.101314576813886,0.4451016409500545,-6.596621938459868,-5.343402480827982,-3.8942305030755398,-6.026292814293936,3.8207348614290124
1990-05-01,12.905268902034953,6.473583445414101,14.030273351095248,8.699541244538157,7.852992890982844,10.913517166961073,4.3222291906400105,8.917998128147671,2.888638035080047,7.80497328185993,11.661822360347966
1990-06-01,2.5087901386104297,0.379105690759646,0.5242183872420948,-2.4324090928007593,-1.753181178764553,3.461199606969085,1.037019576924412,-1.4776096387766409,-1.062001129945312,-2.562833515267974,-1.1440672454780914
1990-07-01,1.429398693394977,-3.074929022743802,-10.572257356778413,-7.375280338278451,-3.593447081468154,-0.7832062325666536,1.5888772189241862,4.0312329027236835,-3.290089759824845,6.021875984693164,-6.270999090078351
1990-08-01,-10.19873726724512,-14.385573906216509,-16.276809637405684,-16.603196129514306,-10.48989735270151,-8.530585265778486,-7.831476471469905,-14.500858319409001,-10.825625759977301,-2.265770630565564,-10.139048791178878
1990-09-01,-6.914217041793269,-5.507415842754305,-11.793780042909843,-17.057068312363853,-12.976169690918478,-5.839625423568622,-2.773969234890125,-6.822432938385629,-12.002350060337651,1.2986391948140636,-9.935258758675939
1990-10-01,1.6056240020032873,-3.839166501814489,-3.8350516695790082,-4.8806652033298565,-5.4648165807033084,-0.41938830358171336,7.5499161385189755,-1.3421938676237615,-3.8587637300132807,-4.305725359620875,-1.8957593718809438
1990-11-01,7.4181190581079495,7.70522330140727,12.605907251761723,9.034663593606757,13.172629748824562,7.928790827837684,1.605558305087453,5.995320183772369,8.129782766419607,1.230968550698278,9.017134787215062
1990-12-01,2.824865831278545,5.147826103545161,8.392132129754906,5.825704499939962,4.004085355844038,3.6327702036702227,0.5715014204948166,4.309944726275519,0.6650595515011172,-5.903021902137494,7.1407552567739225
1991-01-01,5.919245811005147,9.214758485152778,17.489069230711298,15.512845916326986,5.9631724376512665,3.638133107432925,-0.8544556465943753,4.879964724170502,6.598388931554112,-4.33812635239679,7.147377027278056
1991-02-01,11.075605692086112,6.174421514728969,9.040715759098761,11.56353553334866,11.51673258653668,6.483814195048795,4.143167170217052,5.308183081833715,7.6759322379861645,9.625124527027864,5.687537413687143
1991-03-01,9.600597433164651,1.4425679702895247,4.9484818829512065,4.103866644670765,7.443139036113945,7.0775010492419925,1.2502527098358798,0.4658800471340497,6.379603517482278,-2.5257215563768334,8.474876013898987
1991-04-01,-0.6312770527099082,-0.007735216367064631,0.870016275763788,5.4080812069223185,1.0859580895729162,-0.21354484694835604,-0.7814096144917227,2.4649815816004175,5.441541494084219,1.878975547865907,1.0115606923982725
1991-05-01,4.600234198725457,7.351261888028217,3.060779769561173,7.492565234222326,3.758948323610146,3.4982215942392445,-0.44453551973015043,3.6878919002779367,5.5243013849545735,4.2867785063648665,-0.5178392871691744
1991-06-01,-4.3012726615862125,-1.1666566809670598,-8.182970773205506,-2.793716638946279,-3.85395540141783,-3.724689627630127,-1.5211189693912943,0.6936792141134354,-5.934034506567733,-9.036148415825103,-7.6157321703812455
1991-07-01,5.4063154408509595,1.4749412153970467,3.5595392756158235,2.5320191960729668,5.671987427878032,3.3486379227628813,3.5218706167922647,1.9164818964262538,1.8578670842753997,7.478963217990133,5.221368362843236
1991-08-01,3.3744372837388443,1.177895764138114,7.465246065314205,2.845268240976677,2.822970361245398,4.156359994654676,2.9529880528325663,2.263511118552103,-0.5135711991754166,4.871067538854506,5.581244554360174
1991-09-01,1.624874266997064,-1.095904284349495,-5.600394880624401,-0.09936845051927864,-0.2672583465326955,-4.340671239349775,4.01020304335415,0.7512034106585813,0.8545408445579706,-2.1040124311501236,-1.5271480070844652
1991-10-01,4.658290998490942,4.09651334605949,7.707540661609966,-0.4962481374683059,3.7401465053673224,-0.8872944884449148,0.666637460317152,-0.6561384598950819,-0.8480092669084114,1.689080358990898,8.752380102141355
1991-11-01,-6.071882463699541,-5.759095287632145,-5.86335940366713,0.13668111212993156,-4.179324579185125,0.4534044995526939,2.346587317938542,-4.123125787230318,-4.702723767065437,-10.119130972774784,-4.63902067793762
1991-12-01,14.081199614088304,11.831704528586926,13.53564081322335,11.962393431123392,10.656674258665685,11.833371480547724,6.87235918523389,7.935535837834394,11.07313848993204,-1.449466051745812,9.86781660350897
1992-01-01,-0.09961059474514508,2.716971202984627,10.002138970466095,8.960880865688317,2.5585389626808777,-4.263450696127466,-4.494924975733466,4.89722180289491,6.164219133542621,-5.333127301012036,0.8205496226702615
1992-02-01,-4.088898611298512,3.900978860022968,0.18530146240954679,3.3040631625299675,3.5423271024081395,0.6350171671233655,-1.9503297102174189,0.538499020532407,0.5462698538445976,-0.8822275073118053,4.632371034527209
1992-03-01,-4.598279475173787,-0.9781158809856382,-5.038445184623962,-3.3540786305755215,-0.9105932260832565,-3.291693054557408,0.13894468058709894,-0.13591719302196126,-2.6288469459904515,-1.5819484117888616,-3.6659512736334476
1992-04-01,-5.090650918607358,1.076946188525761,0.07995630755034754,-6.89806137672526,2.1018476264028503,-3.49599468716801,1.2489244699845499,1.8927101279180951,0.11445928504094482,7.424724205456648,2.9766254000690897
1992-05-01,1.1561722976667728,0.34229868929163826,-0.6131137069545396,0.7630591396219846,0.8973141996813621,2.4842407050414104,0.3189821718100631,2.7159591667297867,2.478509342729108,5.604063303581017,-0.2818135897699308
1992-06-01,-5.019607001692339,-3.975133993477248,-6.116045763053397,-4.040590923450339,0.13481865881998079,-1.9992287429380415,-0.9269607547056147,-1.9423381337697179,-0.9891606274219134,-6.485448073882498,1.729621213534076
1992-07-01,7.113868806347392,2.419629855008313,-0.44245179723625006,7.132772169848383,3.387336230985137,6.727378459202716,6.558784331787515,2.4476883257788438,2.8894998160826586,10.74895231606539,3.926313042685163
1992-08-01,-4.783280144149433,-4.273465535620751,-3.421696237952794,-3.224855810944541,-2.4444630477863973,-1.9940684699899005,-1.5423070449332306,-2.8487914884327643,0.8159631827874881,2.6877447974865367,-0.6734963961429623
1992-09-01,-0.5368316180635231,2.836908890616266,4.608008299045612,1.9935190699337397,2.7257117940436157,2.6701975700092957,0.6611722915899091,0.024084086848704445,4.37957232900636,1.0869392724058822,3.717267664408772
1992-10-01,2.6040163703808887,3.151221114183531,8.527015010103604,4.065876176300123,3.055511434314366,2.9210650389587425,-0.5748693088513536,3.1761414972996023,1.4453481722186987,-4.931548162091789,1.3741456702523638
1992-11-01,5.829772801414269,3.9092512946200957,7.416684881402694,10.433898668746922,6.299901716486982,5.9117152737958225,0.3128383422105336,1.028600760348757,1.4428858040517554,-4.4670876761902765,5.4333358999527395
1992-12-01,0.1325442519814683,4.126082204277789,3.5358884939074366,2.77348765633395,3.3147456212993527,-1.8072586678195761,3.0360810827548725,3.168338098438237,2.044325434449821,2.608490760105961,8.186206704983258
